"Ticker","Date","Open","High","Low","Close"
"LULU","9-19-16",66.08,66.55,65.42,65.81
"LULU","9-20-16",66.3,66.3,65.345,65.69
"LULU","9-21-16",65.5,65.9392,64.49,65.4
"LULU","9-22-16",66.11,66.29,65.36,65.73
"LULU","9-23-16",65.73,65.96,65.12,65.19
"LULU","9-26-16",65.11,65.1125,63.86,64.03
"LULU","9-27-16",64.19,64.6,62.89,64.52
"LULU","9-28-16",64.5,64.5,63.28,63.51
"LULU","9-29-16",62.78,63.125,60.94,60.99
"LULU","9-30-16",60.96,61.41,60.17,60.98
"LULU","10-3-16",60.92,61.23,60.16,60.3
"LULU","10-4-16",60.15,60.24,59.05,59.39
"LULU","10-5-16",59.46,62.43,58.87,59.19
"LULU","10-6-16",59.31,59.38,58.46,58.52
"LULU","10-7-16",58.51,59,57.93,58.29
"LULU","10-10-16",58.58,59.09,57.77,57.81
"LULU","10-11-16",57.74,58.04,56.6,56.76
"LULU","10-12-16",57.03,57.66,56.76,57.15
"LULU","10-13-16",56.79,58.22,56.47,57.6
"LULU","10-14-16",57.7,57.97,56.43,56.62
"LULU","10-17-16",55.83,56.19,54.87,54.88
"LULU","10-18-16",55.5,56.79,55.12,56.3
"LULU","10-19-16",56.38,58.87,56.38,58.58
"LULU","10-20-16",58.27,58.88,57.5,57.77
"LULU","10-21-16",57.19,57.6,56.42,57
"LULU","10-24-16",56.91,57.33,56.15,56.2
"LULU","10-25-16",54.49,56.27,54,55.11
"LULU","10-26-16",55.23,57.87,55.19,57.01
"LULU","10-27-16",57.03,57.46,56.51,57.22
"LULU","10-28-16",57.45,59,57.2463,58.4
"LULU","10-31-16",58.36,58.5,57.14,57.25
"LULU","11-1-16",57.34,57.6536,56.63,57.31
"LULU","11-2-16",57.28,58.3,56.9301,57.4
"LULU","11-3-16",57.73,57.8715,55.02,55.11
"LULU","11-4-16",55.37,56.525,55.19,55.84
"LULU","11-7-16",56.59,56.85,55.42,55.7
"LULU","11-8-16",55.83,57.28,55.522,56.97
"LULU","11-9-16",55.62,58.07,54.65,57.79
"LULU","11-10-16",58.39,58.85,56.49,57.06
"LULU","11-11-16",57.07,57.92,56.83,57.84
"LULU","11-14-16",58.06,58.519,57.35,57.83
"LULU","11-15-16",58.12,58.46,56.53,56.81
"LULU","11-16-16",55.3,56.75,55.13,56.67
"LULU","11-17-16",56.51,57.88,56.32,57.54
"LULU","11-18-16",57.57,57.86,54.5,54.61
"LULU","11-21-16",54.97,56.26,54.8312,55.8
"LULU","11-22-16",55.9,58.42,55.6,58.24
"LULU","11-23-16",57.91,58.98,57.5,57.91
"LULU","11-25-16",58.44,58.56,57.705,57.99
"LULU","11-28-16",57.7,58.09,56.6,57.21
"LULU","11-29-16",57.48,58.75,57.09,58.32
"LULU","11-30-16",58.48,59.48,56.92,56.99
"LULU","12-1-16",56.76,58.08,56.45,56.53
"LULU","12-2-16",54.75,56.45,54.27,55.31
"LULU","12-5-16",55.66,57.99,55.65,57.12
"LULU","12-6-16",57.62,58.34,56.73,57.24
"LULU","12-7-16",57.52,60.12,57.45,59.84
"LULU","12-8-16",70.51,72.7,68.72,68.84
"LULU","12-9-16",68.84,69.71,68.25,69.3
"LULU","12-12-16",69.37,70.03,68.75,69.71
"LULU","12-13-16",69.89,70.74,68.42,68.48
"LULU","12-14-16",68.09,69.21,68.01,68.64
"LULU","12-15-16",69,69,66.92,67.31
"LULU","12-16-16",67.18,67.7,65.86,66.42
"LULU","12-19-16",66,67.44,65.75,66.7
"LULU","12-20-16",66.61,68,66.47,67.59
"LULU","12-21-16",67.24,67.8937,66.54,66.97
"LULU","12-22-16",66.66,66.94,64.42,64.58
"LULU","12-23-16",64.61,65.3667,64.2,64.41
"LULU","12-27-16",64.59,65.02,64.17,64.44
"LULU","12-28-16",64.64,64.78,63.65,64.48
"LULU","12-29-16",64.51,65.25,64.23,64.39
"LULU","12-30-16",64.67,65.72,64.43,64.99
"LULU","1-3-17",65.94,67.87,65.72,66.85
"LULU","1-4-17",66.97,69.99,66.88,69.41
"LULU","1-5-17",68.43,69.38,67.36,68.73
"LULU","1-6-17",68.74,69.71,67.86,68.27
"LULU","1-9-17",67.21,68.535,67.15,68.19
"LULU","1-10-17",68.77,70.5,68.5,69.9
"LULU","1-11-17",69.96,70.247,68.33,69.4
"LULU","1-12-17",68.66,69.34,68.31,68.62
"LULU","1-13-17",68.9,69.25,67.6,67.92
"LULU","1-17-17",68.04,69.28,68.04,68.78
"LULU","1-18-17",69.12,69.12,67.91,68.5
"LULU","1-19-17",67.92,68.18,66.64,66.99
"LULU","1-20-17",67.31,67.8,67.02,67.32
"LULU","1-23-17",66.99,67.22,66.01,66.86
"LULU","1-24-17",67.16,68.15,67.16,67.77
"LULU","1-25-17",68.4,68.87,68.04,68.82
"LULU","1-26-17",68.69,69.04,67.61,67.64
"LULU","1-27-17",67.74,67.74,66.04,66.82
"LULU","1-30-17",66.64,66.9597,65.6702,66.89
"LULU","1-31-17",65.09,67.78,65.09,67.51
"LULU","2-1-17",67.87,67.89,66.08,66.4
"LULU","2-2-17",67,67.39,66.41,66.52
"LULU","2-3-17",65.67,66.78,65.5,66.39
"LULU","2-6-17",66.24,66.64,66,66.47
